Género,Título,Adivinanza 2,Artista,Spotify
Urbana,Niña Bonita,"Pequeña y hermosa, a la que todos admiran por su belleza.","Feid, Sean Paul",https://open.spotify.com/track/3Gs7mVfWKl567mjozgxmXv
Tropical,No Alcanzó,"Lo que deseas o anhelas, pero no llega a ser tuyo.",Víctor Manuelle,https://open.spotify.com/track/3t7EY8fqtE54L3au7KWQ8t
Vallenato,No Debi Enamorarme,"Un error que se siente dulce, pero que trae consigo un gran pesar emocional.","Miguel Morales, Juan David Herrera",https://open.spotify.com/track/0bIeRnqaogl3sInFbHvN5h
Pop Latino,No Dejes Que...,"Permite que algo no se sujete de tu mano, aunque parezca duelo.",Caifanes,https://open.spotify.com/track/5nzEilkVhvnCD0xpW3raTy
Tropical,No Es Casualidad,No es un simple azar lo que unió nuestros destinos.,Willie Gonzalez,https://open.spotify.com/track/7nTOa4XIb8QeQtctTmkJOk
Urbana,No Es Igual,No es lo mismo cuando algo cambia drásticamente.,Two Flow,https://open.spotify.com/track/3nwjYbpYJAGDGvE1C1SE9Y
Urbana,No Es Justo,"Lo que no es equitativo en una relación.""","J Balvin, Zion & Lennox",https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
Pop Latino,No es lo mismo,La realidad y la percepción pueden ser diferentes en una situación.,Alejandro Sanz,https://open.spotify.com/track/0dkoMbDYHgtayhzUo7ZJtx
Urbana,NO ES OFICIAL,Un término que indica la ausencia de autorización en un contexto específico.,"Lorduy, Juan Duque",https://open.spotify.com/track/4XYneWABtdeIpSaahk3x2j
Banda,No Es Por Acá,"Un lugar diferente, donde no se siente la conexión.",Carín León,https://open.spotify.com/track/6fplYq951Ltp6nIiTFcnCY
Tropical,No Es Porque Te Quiero,"No se trata de un sentimiento romántico, sino de una razón diferente en la relación.",Orquesta Mulenze,https://open.spotify.com/track/0Ba3OWyL7Cb9QFLgAft2CK
Vallenato,No He Podido Ser Feliz,"Un estado emocional que no logro alcanzar, a pesar de mis intentos constantes.",Los Gigantes Del Vallenato,https://open.spotify.com/track/6vgY5KbtOrzAgzKLl5zgSr
Tropical,No Hieras Mi Vida,Evita hacerme daño; mi existencia es preciosa y frágil.,Jerry Rivera,https://open.spotify.com/track/33qvT2e7Y9mAvKU49Vk6zf
Vallenato,No Le Temas Al Amor,No dudes en sentir por esa emoción que a veces asusta.,Los inquietos del vallenato,https://open.spotify.com/track/7rIxDGS8mKjvUy1cVCiHxv
Tropical,No Me Acostumbro,Una expresión de desapego con un toque de resignación ante lo inevitable.,Luisito Ayala Y La Puerto Rican Power,https://open.spotify.com/track/5dxnyx5sy18G5tn0eRKKwd
Tropical,No Me Acostumbro,Es difícil adaptarse a la ausencia de alguien que fue parte de tu rutina.,Rey Ruiz,https://open.spotify.com/track/1Cc4C9s1IwKy8eSQfHNtL3
Tropical,No Me Ames (with Marc Anthony) - Tropical Remix,"Un sentimiento agridulce: a veces se ama y a veces se sufre, pero aquí no hay miedo.","Jennifer Lopez, Marc Anthony",https://open.spotify.com/track/2F9GxThWActrY2FsKiPguj
Urbana,No Me Conoce - Remix,"Desconocido para ti, aunque en el fondo pueda haber algo familiar.","JHAYCO, J Balvin, Bad Bunny",https://open.spotify.com/track/2beS6dD5rovBxSA1zYoSHR
Tropical,No Me Conoces,Desconoces mi esencia y sentimientos en este baile que compartimos.,Marc Anthony,https://open.spotify.com/track/6oVwRN6SJEbeEC0LxAeVYd
Tropical,No Me Conoces,"Ignoras mi ser, a pesar de que compartimos momentos, como si no existiera.",Bobby Valentin,https://open.spotify.com/track/1Zoylk1RlgfHSer5WsTpFP
Tropical,No Me Dejes Así,Un pedido urgente para que no te alejes de mi lado.,Grupo Galé,https://open.spotify.com/track/3ehcWz1fhuuMC7yPe8QTi9
Urbana,No Me Dejes Solo,"Si no estás a mi lado, quedo en la soledad absoluta.","Daddy Yankee, Wisin & Yandel",https://open.spotify.com/track/1EhM7nYYRpH2kzPdlnEpHa
Tropical,No Me Digas Que No,Una afirmación negativa seguida de un requerimiento para que no lo digas.,La Makina,https://open.spotify.com/track/5hD4JNBJ2vcM42x8hPxnvo
Banda,No Me Digas Que No (Remix),Una negación rotunda seguida de una expresión de rechazo que suena como un pedido.,"Pipe Bueno, Luis Alfonso",https://open.spotify.com/track/776XLzBy6fZSlHf4jZo0aL
Pop Latino,No Me Enseñaste,"Lo que no recibí de ti, a pesar de tus promesas.",Thalia,https://open.spotify.com/track/0AhtxBg5OU06Lh086URR5c
Vallenato,No Me Resignare,Aceptar que no puedo volver a sentir lo mismo.,Binomio de Oro de América,https://open.spotify.com/track/0bmLUt1Gt466W82eREpJsH
Urbana,No me tires flores,"Evita el gesto gentil, que no quiero que me endulces la vida.","Alejandro Sanz, Rels B",https://open.spotify.com/track/38fCnGwgbR2tSFPXYVXuaB
Vallenato,No Me Vayan A Olvidar,"Recuerden a alguien que se fue, y no dejen que su memoria se desvanezca.",Binomio de Oro de América,https://open.spotify.com/track/0xuOgf9krOQJ8mdZglqjzt
Vallenato,No Me Vuelvo a Ilusionar,Decido no dejar que mis sueños se eleven otra vez.,Binomio de Oro de América,https://open.spotify.com/track/4hgX90wBttJ4VZeSXEWJ6P
Vallenato,No Merezco Tanto Silencio,"Lo que no recibo de quien debería hablarme, aunque lo anhelo con intensidad.","Jorge Celedón, Jimmy Zambrano",https://open.spotify.com/track/5hrf6jpctmG7YB1TgKrVOy
Tropical,No Morirá - No Matter What,Lo que siente el corazón aunque todo se ponga en contra.,DLG,https://open.spotify.com/track/4kWiuee1G91YS3QZJPTq4A
Tropical,No Morira (No Matter What),"Aunque todo se acabe y parezca que no hay vuelta atrás, mi firmeza perdurará.",DLG,https://open.spotify.com/track/1uWQ4XnZmCeLoikVoUFeNr
Pop Anglo,No One,"Aquella persona que siempre está presente, sin importar la situación o la adversidad.",Alicia Keys,https://open.spotify.com/track/0mZ5GyrHG908lqrHaTw4hi
Vallenato,No Podrán Separarnos,Un vínculo tan fuerte que ni el tiempo ni la distancia pueden romper.,"Jorge Celedón, Jimmy Zambrano",https://open.spotify.com/track/2DlBKIc6XugYSmhP75h1BF
Pop Latino,No Podras,"Incapaz de hacerlo, sin opción ni camino, el futuro dirá que no hay marcha atrás.",Cristian Castro,https://open.spotify.com/track/6ZIwZmQ2ph6QK13sItmDEx
Tropical,No Podras Escapar De Mi,No hay forma de que te alejes de lo que siento por ti.,Willie Gonzalez,https://open.spotify.com/track/0lacKf3kZXbQ1F17QvurMs
Tropical,No Puedo Precindir De Ti,Es imposible vivir sin la presencia de esa persona que llena mis días.,"Luisito Ayala Y La Puerto Rican Power, Tito Rojas",https://open.spotify.com/track/4BMqO3wUcug00lxVfgZzBC
Tropical,No Puedo Precindir de Ti,Soy incapaz de renunciar a tu presencia en mi vida.,Luisito Ayala Y La Puerto Rican Power,https://open.spotify.com/track/4PgFcbhvD4Zb9gczrqJp2R
Vallenato,No Puedo Vivir Así,No soy capaz de subsistir en estas condiciones.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/7s0fQZAXAwKSQZXkzvGbuQ
Tropical,"No Puedo, No Debo",Siento que hay límites que no puedo cruzar ni debo quebrantar.,Grupo Galé,https://open.spotify.com/track/7rJcuzbRltCtzj5aAPoc0W
Tropical,No Que No,Negación tajante a lo que deseabas.,Frankie Ruiz,https://open.spotify.com/track/7hVXl3ErrrfIyCu504Tr53
Vallenato,No Queda Nada,Lo que se siente cuando todo se ha esfumado y ya no hay rastro.,Los inquietos del vallenato,https://open.spotify.com/track/2SUr6GzykCot30GEKdFXKd
Tropical,no quiero dormir,Anhelo de estar despierto y disfrutar la vida al máximo.,Son De Cali,https://open.spotify.com/track/7lJXWbNQt7kzD7NRbIP4zR
Tropical,No Quiero No Puedo,"Rechazo hacia algo que deseo, pero me siento atrapado entre un impulso y un freno.",Lalo Rodriguez,https://open.spotify.com/track/4mYSre7OZSqT3UsaB5oVl5
Vallenato,No Quiero Perderte,"No deseo alejarme de ti, ni ver cómo se desvanece nuestra conexión.","Luis Mateus, La Nueva Generación",https://open.spotify.com/track/5BePgM0HxZkHo3fpLGUK1j
Vallenato,No Quiero Volverte a Ver,Deseo que nuestra historia termine sin nuevos encuentros.,Los Gigantes Del Vallenato,https://open.spotify.com/track/5kMbPjawsCXPbTbniCULH2
Tropical,No Sabes Como Duele,"Ignorancia del sufrimiento, un sentimiento que atraviesa el alma y quema en silencio.",Marc Anthony,https://open.spotify.com/track/5qn8vssrlc5g1BcTpkA1pT
Plancha,No Sabes Cuanto Te Quiero,Desconoces la medida de mi cariño hacia ti.,Camilo Sesto,https://open.spotify.com/track/3Gy75YWHORqAHSYCB4N8hn
Urbana,"No Se De Ella ""My Space""","Un lugar virtual donde nadie más puede entrar, solo tú y ella.",Don Omar,https://open.spotify.com/track/67L03LeXeZ73X7opELnh5P
Urbana,No Se Me Quita (feat. Ricky Martin),"Una sensación persistente que me acompaña, como una sombra que nunca se aleja.","Maluma, Ricky Martin",https://open.spotify.com/track/1GBLO0NFODuL31A5fgw0uR
Tropical,No Sé Por Donde Empezar,"Un dilema que me deja sin rumbo, sin saber el primer paso a dar.",Rubén Sierra,https://open.spotify.com/track/2AEBBDPnkcDQ4eShbkqTD4
Banda,No Se Va,"Un adiós que no se materializa, algo que permanece a pesar de la distancia.",Grupo Frontera,https://open.spotify.com/track/5TXLMRrIet3CQxkyBZc3yE
Tropical,No Soy Para Ti,"A veces, el amor no se ajusta y no corresponde a lo que esperas.",Ismael Rivera,https://open.spotify.com/track/1eo43vgSEjbc6cYPNhdNra
Pop Latino,No soy una de esas (feat. Alejandro Sanz),No pertenezco a un grupo que categoriza a las que no son de esta forma.,"Jesse & Joy, Alejandro Sanz",https://open.spotify.com/track/3QjkcFDVHOB4Z43esP5A8N
Banda,No Te Contaron Mal,"Lo que te dijeron no fue correcto, hay más de lo que se dice.",Christian Nodal,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
Tropical,No Te Da,Lo que una persona no es capaz de ofrecer cuando la conexión se ha perdido.,Mickey Taveras,https://open.spotify.com/track/3LU2TPlwCvtuYcgmkF2Wrf
Vallenato,No Te Detengas,"Avanza sin frenos, pese a cualquier obstáculo en el camino.","Miguel Morales, Juan David Herrera",https://open.spotify.com/track/294HmohCkFANQH6tm9jzfA
Tropical,No Te Olvidaré,"Recuerdos que persisten, a pesar de la distancia, nunca se borran de la mente.",Silva & Guerra,https://open.spotify.com/track/7DNZJE42u8zb0xO7khqLph
Vallenato,No Te Olvides De Mi,"Recuerda ser parte de mis pensamientos y emociones, aunque el tiempo pase.",Los inquietos del vallenato,https://open.spotify.com/track/0Uq9jZp95CP0CzFCKKSPim
Banda,No Te Perdono,"Lo que haces cuando no olvides un error, pero tampoco ofreces una segunda oportunidad.","Jhonny Rivera, Ismael Alcivar",https://open.spotify.com/track/6idzyOFPKiLbyTahbhRrTa
Urbana,No Te Quieren Conmigo,La negativa de aquellos que no desean que alguien esté a tu lado.,"Gaby Music, Lunay, Luar La L",https://open.spotify.com/track/3Cx4BsDd4q0GCVBJ5CAw2K
Vallenato,No Te Quiero Perder,"Deseo conservar lo que aún tenemos, sin dejar que se escape.",Binomio de Oro de América,https://open.spotify.com/track/0OF0Y4tv6s2mWWOmVzUAMA
Tropical,No Te Quites la Ropa,"Despoja tus prendas, que esta fiesta apenas comienza y el ritmo no se detiene.",Pedro Conga,https://open.spotify.com/track/3UUmMiLLOW6jQ4EB1kVnsd
Urbana,No Te Vas,"La ausencia que duele, pero no se logra escapar.",Nacho,https://open.spotify.com/track/21Dt0T82tst15r3HCIM2Ku
Urbana,No Te Vayas,Una súplica para que permanezcas a mi lado y no te alejes.,"Yandel, J Balvin",https://open.spotify.com/track/3nowY0ZuWMuAmmAu1plEBP
Vallenato,No Te Vayas,"Un ruego a no marcharte, pues tu ausencia duele más que mil palabras.",Binomio de Oro de América,https://open.spotify.com/track/235RP8gmp1yl5wWvp9oLh7
Vallenato,No Te Vayas,Un oscuro deseo de permanecer junto a alguien que no quiere marcharse.,Los Diablitos,https://open.spotify.com/track/1tSA4yV2AisiGnZiVz5uux
Urbana,no tiene sentido,Lo que ocurre cuando algo carece de lógica o razón.,Beéle,https://open.spotify.com/track/6dbh2fgGhV5s8rxSOOsEMv
Tropical,No Tuve A Quien Decirle Amor,"Un sentimiento profundo, pero sin destinatario. ¿A quién se lo confieso?",Grupo Niche,https://open.spotify.com/track/0e1G4VKnhcVMsRM0bLtHAa
Vallenato,No Voy A Llorar,Decido no dejar caer lágrimas por lo que ya no será.,Los Diablitos,https://open.spotify.com/track/5MWJ8J0jyXtJQcnsB9iykS
Banda,No Voy a Morir,"Una afirmación sobre seguir viviendo, sin importar las adversidades que enfrente.",Pipe Bueno,https://open.spotify.com/track/1z3CVvF0udvokKqlUTJ9Dn
Tropical,Noche de Arreboles,Un momento oscuro en el que se tiñen los cielos de color rojo.,Joe Arroyo,https://open.spotify.com/track/1gPxb91i6uDfHJL7K0ZSxT
Urbana,Noche De Entierro,"Un periodo oscuro para despedidas, donde el ciclo se cierra y las sombras reinan.","Daddy Yankee, Wisin & Yandel, Zion, Héctor ""El Father"", Tonny Tun Tun",https://open.spotify.com/track/6ksWMnPcHNyNoNf3y1BQCO
Urbana,Noche De Sexo,"Cuando la oscuridad cae y las estrellas brillan, surge una velada muy íntima.","Wisin & Yandel, Romeo Santos",https://open.spotify.com/track/4kAtRwNRLMKuoCbxMSxUGI
Urbana,Noche de Travesura,Un período nocturno lleno de juegos y sorpresas.,"Héctor ""El Father""",https://open.spotify.com/track/1DdrejuwM8C3ExsXaPAgF8
Tropical,Noches de Fantasía,Tardes llenas de ensueño donde lo real y lo imaginario se entrelazan.,Los Ocho De Colombia,https://open.spotify.com/track/52no0F6C9EdK8BJACBVYGw
Urbana,Normal,"Un estado habitual y el opuesto de raro, a menudo se busca.",Feid,https://open.spotify.com/track/0T2pB7P1VdXPhLdQZ488uH
Tropical,Nostalgia,Recuerdos del pasado que traen una sensación de anhelo y melancolía.,Angel Canales,https://open.spotify.com/track/1lMoqzAjvLxIQJoYSeNVj1
Vallenato,Nostalgia,Un anhelo por tiempos pasados que evoca recuerdos y emociones profundas.,Binomio de Oro,https://open.spotify.com/track/3B4ci1vf9jeDp7VunazH9k
Urbana,Nota de Amor (feat. Daddy Yankee),"Un mensaje escrito con cariño que habla de sentimientos, acompañado de un ritmo pegajoso.","Wisin, Carlos Vives, Daddy Yankee",https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1
Pop Anglo,Nothin' on You (feat. Bruno Mars),"Lo que no hay en ti, no se compara con nada más.","B.o.B, Bruno Mars",https://open.spotify.com/track/59dLtGBS26x7kc0rHbaPrq
Pop Anglo,Nothing Left,Lo que sucede cuando todo se agota y ya no queda nada.,Bruno Mars,https://open.spotify.com/track/0Sq6JK9kyC4MQa3KrJj5CB
Pop Latino,Noviembre Sin Ti,"El mes que evoca despedidas, pero no cuenta con tu presencia.",Reik,https://open.spotify.com/track/2vCHDrXVN0k1GPTjSIZ69E
Vallenato,Novios Cruzados,"Un par de amantes que se entrelazan de manera inesperada, pero a la vez, se separan.",Los Diablitos,https://open.spotify.com/track/5gMuYDIjn35obzxZI0l8X0
Tropical,Nuestra Cancion,Una melodía que refleja la conexión de dos corazones en un mismo compás.,Elvis Crespo,https://open.spotify.com/track/16LDbpqgCtvEZDQ5wfOWrj
Tropical,Nuestro Amor Se Ha Vuelto Ayer,El afecto que compartimos se ha transformado en un día del pasado.,Víctor Manuelle,https://open.spotify.com/track/4ELCKRhHQ1G10TF8mLepLB
Tropical,Nuestro Secreto,Un conocimiento compartido que solo pertenece a dos corazones unidos.,Tito Gomez,https://open.spotify.com/track/4zZHD0Rw1TUlSPbiUx9KCm
Tropical,Nuestro Sueño,"Una visión compartida que anhelamos alcanzar juntos, más allá de nuestra realidad.",Grupo Niche,https://open.spotify.com/track/5CY7ktvAJvTQ5KZtP8pv0I
Urbana,NUEVAYoL,"Una metrópoli llena de luces y sueños, un estado de ánimo revitalizado.",Bad Bunny,https://open.spotify.com/track/5TFD2bmFKGhoCRbX61nXY5
Pop Anglo,Numb,"Sensación de vacío, cuando sientes que no puedes más y el mundo te pesa.",Linkin Park,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
Tropical,Nunca Había Llorado Así (feat. Don Omar),Una experiencia de lágrimas que nunca antes había sentido.,"Víctor Manuelle, Don Omar",https://open.spotify.com/track/0qPb4xDGwlQWMQk17s0WMe
Banda,NUNCA LA OLVIDÉ,Un instante en la memoria que permanece sin desvanecerse.,Grupo Frontera,https://open.spotify.com/track/68OUeNY42R5pM00M7V9pxL
Urbana,Nunca Me Olvides,"Recuerda a alguien que desearías tener siempre en tu mente, sin importar el tiempo.",Yandel,https://open.spotify.com/track/27ebni0DfbT5Owz6W42HP8
Vallenato,Nunca Niegues Que Te Amo,Lo que jamás debes rechazar cuando tus emociones son sinceras.,Los inquietos del vallenato,https://open.spotify.com/track/0XWWn8bfpir8M3YHq1h7uJ
Tropical,Nunca Te Dire Adios,"Un adiós que nunca se pronuncia, siempre quedando en silencio entre los corazones.",Max Torres,https://open.spotify.com/track/21SjYLkS8MMFEIbqQmXPsm
Tropical,Nunca Te Quedas,Cuando la distancia es larga y no tienes intención de quedarte en el mismo lugar.,Frankie Ruiz,https://open.spotify.com/track/17V9hEGcTI1y3tzv1rFQLB
Tropical,Nunca Te Quedas,"Siempre te vas, pero nunca te detienes en un lugar.",David Zahan,https://open.spotify.com/track/1P1lYAhrdiamBHurgB1WR0
Plancha,O Quizás Simplemente Le Regale una Rosa,Un presente floral que puede ser un gesto para un amor no correspondido.,Leonardo Favio,https://open.spotify.com/track/3kCCDi4L4yVw2FklTpEBdv
Urbana,Obsesion,Un deseo tan fuerte que no te deja pensar en otra cosa.,"Aventura, Judy Santos",https://open.spotify.com/track/65H6t1WQBim6q93yM8fEwn
Urbana,Obsesión,Un deseo tan fuerte que te consume y no te deja pensar en otra cosa.,Maluma,https://open.spotify.com/track/4HTzn2qQZ7UqHtw1OsB8wc
Urbana,Obsesionado,Un interés extremo que no te deja pensar en otra cosa.,Farruko,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1
Pop Anglo,obsessed,Un profundo interés que se convierte en una fijación difícil de ignorar.,Olivia Rodrigo,https://open.spotify.com/track/6tNgRQ0K2NYZ0Rb9l9DzL8
Urbana,Odio (feat. Drake),"Sentimiento intenso que se siente hacia alguien, a menudo opuesto al amor, acompañado de un famoso.","Romeo Santos, Drake",https://open.spotify.com/track/1iLv1ieT9BZ3qsti9yTCnG
Urbana,Oe Bebé,Un llamado a quien siempre te anima a disfrutar de la buena compañía.,"Blessd, Maluma",https://open.spotify.com/track/57pj5sOWSCAqZm088LMcE4
Urbana,OHNANA,Una expresión de sorpresa y un montón de susurros en el aire.,Kapo,https://open.spotify.com/track/1fTjqf10accJCDYstPwwZ6
Urbana,Ojalá,"Deseo ferviente que algo se cumpla, aunque en tus manos no está.","The Rudeboyz, Maluma, Adam Levine",https://open.spotify.com/track/4dLIAE3xbJLoiIBbKkZWJk
Banda,Ojitos Bellos,Miren esos dos pequeños faros que iluminan el alma con su belleza.,Grupo Frontera,https://open.spotify.com/track/75OegUZV4dD54IVeonBKwr
Urbana,Ojitos Lindos,Esos bellos ojos que iluminan como un par de estrellas en el cielo.,"Bad Bunny, Bomba Estéreo",https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW
Banda,OJITOS ROJOS,"Miradas color carmesí, que delatan noches de un desvelo.","Grupo Frontera, Ke Personajes",https://open.spotify.com/track/11PV8CaPqlto9Uejx92C35
Banda,OK,Aceptación afirmativa.,Jessi Uribe,https://open.spotify.com/track/7uUt5Q3ToDZhMQSGiqoLmv
Urbana,Ola,Un movimiento del agua que llega con fuerza y regresa al mar.,Wisin & Yandel,https://open.spotify.com/track/5bnbv7JT16bFVaUEzWYg1Z
Vallenato,Olvídala,Deja atrás el recuerdo y su nombre se desvanecerá en el viento.,Binomio de Oro de América,https://open.spotify.com/track/3QorC3YeHA1zuGHwGCmBja
Tropical,Olvidalo Ya,"Deja atrás lo que ya no tiene sentido, un adiós para siempre.",Tony Vega,https://open.spotify.com/track/5RBvUc64a1zaGbOqbcfWOS
Plancha,Olvídame y Pega la Vuelta,"Deja atrás lo que fue, y regresa a donde te encontré.",Pimpinela,https://open.spotify.com/track/4FdwRmlzP5KGM7OewGBYiu
